bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_date_valid,primary_author,publication_year,publication_month,rating_bucket,review_to_rating_ratio
22163,The Wild Trees: A Story of Passion and Daring,Richard   Preston,4.09,1400064899,9781400064892,eng,294.0,5588,942.0,2007-08-23,Random House (NY),True,Richard   Preston,2007.0,8.0,4-4.5,0.16857551896921977
22166,The Boat of Dreams: A Christmas Story,Richard   Preston/George Henry Jennings,3.29,074324592X,9780743245920,eng,111.0,115,22.0,2003-10-28,Touchstone Books,True,Richard   Preston,2003.0,10.0,3-4,0.19130434782608696
22175,Strange Pilgrims,Gabriel García Márquez,4.03,1400034698,9781400034697,eng,208.0,6952,422.0,2006-11-14,Vintage,True,Gabriel García Márquez,2006.0,11.0,4-4.5,0.060701956271576527
22176,Doce cuentos peregrinos,Gabriel García Márquez,4.03,1400034949,9781400034949,spa,192.0,3205,195.0,2006-11-14,Vintage,True,Gabriel García Márquez,2006.0,11.0,4-4.5,0.060842433697347896
22186,Would I Lie to You (Gossip Girl  #10),Cecily von Ziegesar,3.59,0316011835,9780316011839,eng,192.0,7948,135.0,2006-10-04,Little  Brown Young Readers,True,Cecily von Ziegesar,2006.0,10.0,3-4,0.016985405133366886
22188,Gossip Girl (Gossip Girl  #1),Cecily von Ziegesar,3.52,0316910333,9780316910330,eng,224.0,54400,2271.0,2002-04-01,Little  Brown and Company,True,Cecily von Ziegesar,2002.0,4.0,3-4,0.041746323529411766
22192,All I Want is Everything (Gossip Girl  #3),Cecily von Ziegesar,3.55,0316912123,9780316912129,eng,240.0,16452,412.0,2003-05-07,Poppy,True,Cecily von Ziegesar,2003.0,5.0,3-4,0.025042548018477998
22193,You're the One That I Want (Gossip Girl  #6),Cecily von Ziegesar,3.71,0316735167,9780316735162,eng,224.0,17875,204.0,2004-10-06,Little  Brown Young Readers,True,Cecily von Ziegesar,2004.0,10.0,3-4,0.011412587412587412
22195,The Zero,Jess Walter,3.51,0060898658,9780060898656,eng,336.0,1976,297.0,2006-08-29,Harper,True,Jess Walter,2006.0,8.0,3-4,0.15030364372469635
22196,Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,0285635948,9780285635944,eng,248.0,131,19.0,2000-10-12,Souvenir Press,True,Charles Seife,2000.0,10.0,3-4,0.1450381679389313
22197,Zero Debt: The Ultimate Guide to Financial Freedom,Lynnette Khalfani,3.74,1932450750,9781932450750,eng,204.0,49,10.0,2004-08-01,Advantage World Press,True,Lynnette Khalfani,2004.0,8.0,3-4,0.20408163265306123
22198,The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.12,0767906284,9780767906289,eng,320.0,323,37.0,2007-12-18,Broadway Books,True,Nick Cook,2007.0,12.0,4-4.5,0.11455108359133127
22199,Year Zero,Jeff Long,3.6,1416534423,9781416534426,eng,416.0,2164,139.0,2006-07-01,Atria Books,True,Jeff Long,2006.0,7.0,3-4,0.06423290203327171
22200,Count Zero (Sprawl  #2),William Gibson,4.01,0441013678,9780441013678,eng,308.0,37360,799.0,2006-03-07,Ace Books,True,William Gibson,2006.0,3.0,4-4.5,0.021386509635974302
22201,Triple Zero  (Star Wars: Republic Commando  #2),Karen Traviss,4.24,0345490096,9780345490094,eng,393.0,5130,163.0,2006-02-28,Del Rey Books,True,Karen Traviss,2006.0,2.0,4-4.5,0.0317738791423002
22202,Bravo Two Zero,Andy McNab,4.09,0552153575,9780552153577,eng,416.0,9151,269.0,2005-11-01,Corgi,True,Andy McNab,2005.0,11.0,4-4.5,0.0293956944596219
22205,This Lullaby,Sarah Dessen,4.03,0142501557,9780142501559,eng,345.0,163599,4453.0,2004-03-08,Speak,True,Sarah Dessen,2004.0,3.0,4-4.5,0.027218992781129468
22207,Lullabies for Little Criminals,Heather O'Neill,3.98,0060875070,9780060875077,eng,330.0,18419,1371.0,2006-10-17,Harper Perennial,True,Heather O'Neill,2006.0,10.0,3-4,0.07443400836093164
22208,Hush! A Thai Lullaby,Minfong Ho/Holly Meade,4.03,0531071669,9780531071663,eng,32.0,1315,197.0,2000-03-01,Scholastic Inc.,True,Minfong Ho,2000.0,3.0,4-4.5,0.14980988593155894
22209,Lullaby Town (Elvis Cole  #3),Robert Crais,4.14,0752817000,9780752817002,eng,296.0,8359,319.0,2008-04-01,Orion,True,Robert Crais,2008.0,4.0,4-4.5,0.03816245962435698
22219,The Iliad (SparkNotes Literature Guides),SparkNotes/Homer,3.65,1586633716,9781586633714,eng,88.0,23,3.0,2002-01-10,SparkNotes,True,SparkNotes,2002.0,1.0,3-4,0.13043478260869565
22221,The Iliad,Homer,3.86,0471377589,9780471377580,eng,150.0,3834,134.0,1999-10-28,John Wiley & Sons,True,Homer,1999.0,10.0,3-4,0.03495044340114763
22225,The Princess Bride (Long  Tall Texans  #15),Diana Palmer,3.89,0373192827,9780373192823,eng,192.0,634,32.0,1998-01-23,Silhouette Romance,True,Diana Palmer,1998.0,1.0,3-4,0.050473186119873815
22226,The Sultan's Bought Bride  (Princess Brides  #1),Jane Porter,3.74,037312418X,9780373124183,eng,192.0,224,20.0,2004-08-25,Harlequin Presents,True,Jane Porter,2004.0,8.0,3-4,0.08928571428571429
22227,The Sheik & the Princess Bride (Desert Rogues  #8),Susan   Mallery,3.95,0373246471,9780373246472,eng,256.0,506,22.0,2004-10-25,Silhouette Special Edition,True,Susan   Mallery,2004.0,10.0,3-4,0.043478260869565216
22229,The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.79,0060561181,9780060561185,eng,384.0,2103,84.0,2006-11-28,Avon,True,Christina Dodd,2006.0,11.0,3-4,0.039942938659058486
22230,Stargirl (Stargirl  #1),Jerry Spinelli,3.76,0440416779,9780440416777,eng,186.0,1969,252.0,2004-05-11,Laurel Leaf,True,Jerry Spinelli,2004.0,5.0,3-4,0.12798374809547994
22233,Love  Stargirl (Stargirl  #2),Jerry Spinelli,3.82,0375813756,9780375813757,eng,274.0,713,110.0,2007-08-14,Knopf Books for Young Readers,True,Jerry Spinelli,2007.0,8.0,3-4,0.15427769985974754
22235,Stargirl LitPlans on CD,Mary B. Collins,4.86,158337292X,9781583372920,eng,210.0,5,0.0,2005-09-15,Teacher's Pet Publications,True,Mary B. Collins,2005.0,9.0,4.5-5,0.0
22237,Son of the Mob (Son of the Mob  #1),Gordon Korman,3.72,0786815930,9780786815937,eng,262.0,5977,620.0,2004-09-01,Little  Brown Books for Young Readers,True,Gordon Korman,2004.0,9.0,3-4,0.10373096871340137
22238,Hollywood Hustle (Son of the Mob  #2),Gordon Korman,3.64,0786809191,9780786809196,eng,268.0,1615,145.0,2006-04-01,Hyperion Paperbacks,True,Gordon Korman,2006.0,4.0,3-4,0.08978328173374613
22239,For the Sins of My Father: A Mafia Killer  His Son  and the Legacy of a Mob Life,Albert Demeo/Mary Jane Ross,4.05,0767906896,9780767906890,eng,288.0,966,108.0,2003-09-09,Broadway Books,True,Albert Demeo,2003.0,9.0,4-4.5,0.11180124223602485
22242,El ojo de fuego,Lewis Perdue,3.66,848974615X,9788489746152,spa,496.0,18,1.0,2007-02-01,Puzzle-Via Magna,True,Lewis Perdue,2007.0,2.0,3-4,0.05555555555555555
22265,Neptune Noir: Unauthorized Investigations into Veronica Mars,Rob Thomas/Leah Wilson/Heather Havrilesky/Amy Berner/Lynne Edwards/John  Ramos/Alafair Burke/Chris McCubbin/Lawrence Watt-Evans/Lani Diane Rich/Geoff Klock/Judy Fitzwater/Evelyn Vaughn/Joyce Millman/Amanda Ann Klein/Kristen Kidder/Jesse Hassenger/Gwen Ellery/Misty Hook/Samantha Bornemann,3.63,1933771135,9781933771137,eng,224.0,925,112.0,2007-04-10,Smart Pop,True,Rob Thomas,2007.0,4.0,3-4,0.12108108108108108
22268,The Soloist,Nicholas Christopher,3.3,1593761228,9781593761226,eng,320.0,56,9.0,2006-11-27,Counterpoint,True,Nicholas Christopher,2006.0,11.0,3-4,0.16071428571428573
22277,Kenang-Kenangan Seorang Geisha (Memoirs of a Geisha),Arthur Golden,4.11,9833346685,9789833346684,msa,784.0,28,6.0,2006-07-01,Marshall Cavendish Editions,True,Arthur Golden,2006.0,7.0,4-4.5,0.21428571428571427
22278,Memoirs of a Geisha,Arthur Golden,4.11,0701169699,9780701169695,eng,452.0,57,8.0,2000-10-05,Chatto & Windus,True,Arthur Golden,2000.0,10.0,4-4.5,0.14035087719298245
22283,Survivor,Chuck Palahniuk,3.92,009928264X,9780099282648,eng,289.0,49307,1637.0,2000-08-03,Vintage,True,Chuck Palahniuk,2000.0,8.0,3-4,0.03320015413632953
22284,Diary,Chuck Palahniuk,3.61,1400032814,9781400032815,eng,262.0,65139,2120.0,2004-09-14,Anchor,True,Chuck Palahniuk,2004.0,9.0,3-4,0.03254578670228281
22285,Rant,Chuck Palahniuk,3.81,0385517874,9780385517874,eng,320.0,55592,2516.0,2007-05-01,Doubleday Books,True,Chuck Palahniuk,2007.0,5.0,3-4,0.04525831054828033
22286,Clown Girl,Monica Drake/Chuck Palahniuk,3.39,0976631156,9780976631156,eng,297.0,6015,327.0,2007-01-04,Hawthorne Books,True,Monica Drake,2007.0,1.0,3-4,0.0543640897755611
22287,Choke,Chuck Palahniuk,3.7,0099422689,9780099422686,eng,293.0,1557,115.0,2002-08-01,Vintage,True,Chuck Palahniuk,2002.0,8.0,3-4,0.07385998715478484
22288,Haunted,Chuck Palahniuk,3.59,1400032822,9781400032822,eng,419.0,78280,3745.0,2006-04-11,Anchor,True,Chuck Palahniuk,2006.0,4.0,3-4,0.04784108329075115
22289,Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,9781400047833,eng,176.0,8460,415.0,2003-07-08,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House,True,Chuck Palahniuk,2003.0,7.0,3-4,0.04905437352245863
22292,Haunted,Chuck Palahniuk/Erik Darling/Arthur Morey/Scott Brick/Lorna Raver/Marc Cashman/Kimberly Farr/Renee Randman,3.59,0739302868,9780739302866,eng,14.0,57,23.0,2005-05-10,Random House Audio,True,Chuck Palahniuk,2005.0,5.0,3-4,0.40350877192982454
22293,Nonfiction,Chuck Palahniuk,3.57,0224063022,9780224063029,eng,233.0,213,15.0,2004-08-05,Jonathan Cape,True,Chuck Palahniuk,2004.0,8.0,3-4,0.07042253521126761
22296,Haunted,Chuck Palahniuk,3.59,0224064452,9780224064453,eng,416.0,173,15.0,2005-05-01,Jonathan Cape,True,Chuck Palahniuk,2005.0,5.0,3-4,0.08670520231213873
22297,Survivant,Chuck Palahniuk/Freddy Michalski,3.92,2070756270,9782070756278,fre,365.0,14,0.0,2001-02-04,Gallimard,True,Chuck Palahniuk,2001.0,2.0,3-4,0.0
22298,Fantasmas,Chuck Palahniuk/Javier Calvo,3.59,9879397509,9789879397503,spa,442.0,116,13.0,2006-08-28,Mondadori,True,Chuck Palahniuk,2006.0,8.0,3-4,0.11206896551724138
22302,Error humano,Chuck Palahniuk/Javier Calvo,3.57,8439711867,9788439711865,spa,253.0,11,1.0,2005-05-31,Mondadori,True,Chuck Palahniuk,2005.0,5.0,3-4,0.09090909090909091
22304,Life After God,Douglas Coupland,3.79,0743231511,9780743231510,eng,291.0,9882,338.0,2002-07-01,Simon & Schuster,True,Douglas Coupland,2002.0,7.0,3-4,0.03420360250961344
22306,City of Glass: Douglas Coupland's Vancouver,Douglas Coupland,3.83,1550548182,9781550548181,eng,152.0,807,40.0,2003-05-01,Douglas & McIntyre,True,Douglas Coupland,2003.0,5.0,3-4,0.04956629491945477
22307,Terry: Terry Fox and His Marathon of Hope,Douglas Coupland,4.34,1553651529,9781553651529,eng,176.0,256,22.0,2005-08-04,Douglas & McIntyre,True,Douglas Coupland,2005.0,8.0,4-4.5,0.0859375
22311,All Families Are Psychotic,Douglas Coupland,3.67,0007117531,9780007117536,eng,279.0,361,32.0,2002-07-01,Harper Perennial,True,Douglas Coupland,2002.0,7.0,3-4,0.0886426592797784
22312,Shampoo Planet,Douglas Coupland,3.5,0743231538,9780743231534,eng,282.0,8283,202.0,2008-03-01,Scribner Book Company,True,Douglas Coupland,2008.0,3.0,3-4,0.024387299287697693
22321,All Tomorrow's Parties (Bridge  #3),William Gibson,3.91,0425190447,9780425190449,eng,339.0,13020,316.0,2003-02-04,Berkley Books,True,William Gibson,2003.0,2.0,3-4,0.024270353302611368
22322,Spook Country (Blue Ant  #2),William Gibson,3.69,0399154302,9780399154300,eng,371.0,16342,1258.0,2007-08-07,Putnam Adult,True,William Gibson,2007.0,8.0,3-4,0.07697956186513279
22323,Burning Chrome (Sprawl  #0),William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor,4.06,0060539828,9780060539825,eng,224.0,30566,585.0,2003-07-29,Harper Voyager,True,William Gibson,2003.0,7.0,4-4.5,0.019138912517175945
22325,Idoru (Bridge #2),William Gibson,3.8,0425190455,9780425190456,eng,308.0,17632,388.0,2003-01-07,Berkley Trade,True,William Gibson,2003.0,1.0,3-4,0.022005444646098004
22326,Virtual Light (Bridge  #1),William Gibson,3.85,0140157727,9780140157727,eng,304.0,18228,358.0,1996-10-26,Penguin Books Ltd,True,William Gibson,1996.0,10.0,3-4,0.019640114110160194
22331,Stable Strategies and Others,Eileen Gunn/Howard Waldrop/William Gibson,3.77,189239118X,9781892391186,eng,208.0,104,19.0,2004-09-01,Tachyon Publications,True,Eileen Gunn,2004.0,9.0,3-4,0.18269230769230768
22332,Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,Dani Cavallaro,3.77,0485006073,9780485006070,eng,258.0,62,4.0,2001-09-13,Bloomsbury Academic,True,Dani Cavallaro,2001.0,9.0,3-4,0.06451612903225806
22337,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,0060732989,9780060732981,eng,1.0,1666,208.0,2004-08-31,HarperFestival,True,Neil Gaiman,2004.0,8.0,4-4.5,0.12484993997599039
22338,The Day I Swapped My Dad for Two Goldfish,Neil Gaiman/Dave McKean,4.03,0060587032,9780060587031,eng,64.0,284,31.0,2006-09-26,HarperCollins,True,Neil Gaiman,2006.0,9.0,4-4.5,0.10915492957746478
22339,Death: The Time of Your Life (Death of the Endless  #2),Neil Gaiman/Chris Bachalo/Mark Buckingham/Mark Pennington/Claire Danes,4.22,1563893339,9781563893339,eng,95.0,12377,198.0,1997-12-01,Vertigo,True,Neil Gaiman,1997.0,12.0,4-4.5,0.015997414559263148
22344,Creatures of the Night,Neil Gaiman/Michael Zulli,3.83,1569719365,9781569719367,eng,46.0,1706,171.0,2004-12-27,Dark Horse Books,True,Neil Gaiman,2004.0,12.0,3-4,0.10023446658851114
22345,New X-Men  Volume 4: Riot at Xavier's,Grant Morrison/Frank Quitely,4.06,0785110674,9780785110675,eng,120.0,2113,54.0,2006-11-15,Marvel,True,Grant Morrison,2006.0,11.0,4-4.5,0.02555608140085187
22347,The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,9781563892677,eng,224.0,8822,372.0,1996-06-01,DC Comics,True,Grant Morrison,1996.0,6.0,3-4,0.04216730900022671
22348,The Mystery Play,Grant Morrison/Jon J. Muth,3.44,1563891891,9781563891892,eng,80.0,688,40.0,1995-08-01,Vertigo,True,Grant Morrison,1995.0,8.0,3-4,0.05813953488372093
22350,Kid Eternity,Grant Morrison/Duncan Fegredo,3.41,1401209335,9781401209339,eng,144.0,693,44.0,2006-02-01,Vertigo,True,Grant Morrison,2006.0,2.0,3-4,0.06349206349206349
22351,New X-Men  Volume 1: E Is for Extinction,Grant Morrison/Frank Quitely,4.06,0785108114,9780785108115,eng,144.0,7602,135.0,2006-09-27,Marvel,True,Grant Morrison,2006.0,9.0,4-4.5,0.017758484609313337
22354,Seven Soldiers of Victory  Volume 1,Grant Morrison/Ryan Sook/Mick Gray/Frazer Irving/J.H. Williams III/Simone Bianchi/Cameron Stewart,3.79,1401209254,9781401209254,eng,224.0,2046,98.0,2006-01-04,DC Comics,True,Grant Morrison,2006.0,1.0,3-4,0.047898338220918865
22355,Doom Patrol  Vol. 1: Crawling from the Wreckage (Doom Patrol  #1),Grant Morrison/Richard Case/Doug Braithwaite/Scott Hanna/Carlos Garzon/John Nyberg,4.08,1563890348,9781563890345,eng,192.0,5447,235.0,2000-04-17,Vertigo,True,Grant Morrison,2000.0,4.0,4-4.5,0.04314301450339637
22356,The Filth,Grant Morrison/Chris Weston/Gary Erskine,3.75,1401200133,9781401200138,eng,320.0,3907,266.0,2004-06-01,Vertigo,True,Grant Morrison,2004.0,6.0,3-4,0.06808292807780907
22360,Doom Patrol  Vol. 5: Magic Bus,Grant Morrison/Richard Case/Ken Steacy/Stan Woch/Philip Bond/Mark McKenna/Scott Hanna,4.27,1401212026,9781401212025,eng,203.0,1363,52.0,2007-04-01,Vertigo,True,Grant Morrison,2007.0,4.0,4-4.5,0.03815113719735877
22362,JLA  Vol. 1: New World Order,Grant Morrison/Howard Porter/John Dell,3.98,156389369X,9781563893698,eng,93.0,3714,96.0,1997-04-01,DC Comics,True,Grant Morrison,1997.0,4.0,3-4,0.025848142164781908
22363,Batman: Gothic,Grant Morrison/Klaus Janson,3.79,1563890283,9781563890284,eng,128.0,4294,123.0,1998-07-01,DC Comics,True,Grant Morrison,1998.0,7.0,3-4,0.02864462040055892
22364,JLA: Earth 2,Grant Morrison/Frank Quitely,3.97,1563896311,9781563896316,eng,96.0,5165,143.0,2000-10-01,DC Comics,True,Grant Morrison,2000.0,10.0,3-4,0.027686350435624396
22365,New X-Men: Omnibus,Grant Morrison/Marc Silvestri/Chris Bachalo/John Paul Leon/Frank Quitely/Leinil Francis Yu/Igor Kordey/Ethan Van Sciver/Keron Grant/Tom Derenick/Phil Jimenez,4.23,0785123261,9780785123262,eng,1096.0,2952,112.0,2006-12-06,Marvel,True,Grant Morrison,2006.0,12.0,4-4.5,0.037940379403794036
22366,Superfolks,Robert  Mayer/Grant Morrison,3.48,0312339925,9780312339920,eng,240.0,429,57.0,2005-03-09,St. Martin's Griffin,True,Robert  Mayer,2005.0,3.0,3-4,0.13286713286713286
22373,Kill Your Boyfriend,Grant Morrison/Philip Bond/D'Israeli/Daniel Vozzo,3.57,156389453X,9781563894534,eng,55.0,1269,66.0,1998-12-31,DC Comics Vertigo,True,Grant Morrison,1998.0,12.0,3-4,0.05200945626477541
22374,Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison/Dave McKean,4.1,1401204252,9781401204259,eng,216.0,51984,1469.0,2005-01-11,DC Comics,True,Grant Morrison,2005.0,1.0,4-4.5,0.028258694983071715
22380,JLA: Tierra 2,Grant Morrison/Frank Quitely/Rafael De la Iglesia,3.97,987224975X,9789872249755,spa,96.0,7,2.0,2005-11-25,Sticker Design (DC Comics),True,Grant Morrison,2005.0,11.0,3-4,0.2857142857142857
22390,Doom Patrol  Vol. 4: Musclebound,Grant Morrison/Richard Case/Mike Dringenberg/Mark McKenna/Jamie Hewlett/Steve Yeowell/Rian Hughes,4.15,1401209998,9781401209995,eng,256.0,2322,77.0,2006-08-30,Vertigo,True,Grant Morrison,2006.0,8.0,4-4.5,0.03316106804478897
22392,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,0785113452,9780785113454,eng,112.0,1797,55.0,2006-11-15,Marvel,True,Grant Morrison,2006.0,11.0,3-4,0.03060656649972176
22394,The Invisibles  Vol. 7: The Invisible Kingdom,Grant Morrison/Philip Bond/Warren Pleece/Sean Phillips/Jay Stephens/Frank Quitely/Steve Yeowell,4.2,1401200192,9781401200190,eng,288.0,3346,83.0,2002-12-01,DC Comics Vertigo,True,Grant Morrison,2002.0,12.0,4-4.5,0.024805738194859532
22398,The Invisibles  Vol. 3: Entropy in the U.K.,Grant Morrison/Phil Jimenez/John Stokes/Tommy Lee Edwards/Paul Johnson/Steve Yeowell/Dick Giordano/Mark Buckingham/Mark Pennington,4.21,1563897288,9781563897283,eng,232.0,4084,86.0,2001-08-01,Vertigo,True,Grant Morrison,2001.0,8.0,4-4.5,0.021057786483839373
22399,Invisible,Pete Hautman,3.84,0689869037,9780689869037,eng,160.0,2311,347.0,2006-11-28,Simon Pulse,True,Pete Hautman,2006.0,11.0,3-4,0.15015144958892254
22401,The Invisibles  Vol. 4: Bloody Hell in America,Grant Morrison/Phil Jimenez/John Stokes,4.17,1563894440,9781563894442,eng,104.0,3882,74.0,1998-02-01,Vertigo,True,Grant Morrison,1998.0,2.0,4-4.5,0.0190623390005152
22406,The Invisibles  Vol. 6: Kissing Mister Quimper,Grant Morrison/Chris Weston/Ivan Reis,4.24,1563896001,9781563896002,eng,224.0,3852,63.0,2000-02-01,DC Comics Vertigo,True,Grant Morrison,2000.0,2.0,4-4.5,0.016355140186915886
22408,Invisible Residents: The Reality of Underwater UFOs,Ivan T. Sanderson/David Hatcher Childress,3.73,1931882207,9781931882200,eng,100.0,62,7.0,2005-09-15,Adventures Unlimited Press,True,Ivan T. Sanderson,2005.0,9.0,3-4,0.11290322580645161
22409,The Invisibles  Vol. 5: Counting to None,Grant Morrison/Phil Jimenez/John Stokes,4.19,1563894890,9781563894893,eng,240.0,4270,67.0,1999-03-01,Vertigo,True,Grant Morrison,1999.0,3.0,4-4.5,0.01569086651053864
22414,The Invisible Heart: An Economic Romance,Russell Roberts/Russ Roberts,3.74,0262681358,9780262681353,eng,282.0,609,90.0,2002-02-22,MIT Press,True,Russell Roberts,2002.0,2.0,3-4,0.1477832512315271
22417,Transmetropolitan  Vol. 2: Lust for Life,Warren Ellis/Darick Robertson,4.34,1563894815,9781563894817,eng,208.0,15496,281.0,1999-02-01,Vertigo,True,Warren Ellis,1999.0,2.0,4-4.5,0.018133711925658234
22418,Transmetropolitan  Vol. 3: Year of the Bastard,Warren Ellis/Darick Robertson/Rodney Ramos,4.41,1563895684,9781563895685,eng,144.0,13360,193.0,1999-09-01,Vertigo,True,Warren Ellis,1999.0,9.0,4-4.5,0.014446107784431138
22420,Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9781563897221,eng,144.0,11372,146.0,2001-07-01,Vertigo,True,Warren Ellis,2001.0,7.0,4-4.5,0.01283855082659163
22421,Transmetropolitan  Vol. 4: The New Scum,Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin,4.39,1563896273,9781563896279,eng,133.0,13331,146.0,2000-09-01,Vertigo,True,Warren Ellis,2000.0,9.0,4-4.5,0.010951916585402446
22423,Transmetropolitan  Vol. 8: Dirge,Warren Ellis/Darick Robertson/Rodney Ramos,4.47,1563899531,9781563899539,eng,140.0,9963,90.0,2003-04-01,Vertigo,True,Warren Ellis,2003.0,4.0,4-4.5,0.009033423667570008
22424,Transmetropolitan  Vol. 10: One More Time,Warren Ellis/Darick Robertson/Rodney Ramos,4.51,1401202179,9781401202170,eng,144.0,10308,184.0,2004-06-01,Vertigo,True,Warren Ellis,2004.0,6.0,4.5-5,0.01785021342646488
22425,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,1563899884,9781563899881,eng,144.0,10331,90.0,2003-12-01,Vertigo,True,Warren Ellis,2003.0,12.0,4-4.5,0.008711644564901751
22426,Transmetropolitan  Vol. 7: Spider's Thrash,Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky,4.32,1563898942,9781563898945,eng,144.0,12633,88.0,2002-11-01,Vertigo,True,Warren Ellis,2002.0,11.0,4-4.5,0.006965883004828624
22431,Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,1400076854,9781400076857,eng,249.0,1791,146.0,2005-06-14,Vintage,True,Dave Eggers,2005.0,6.0,3-4,0.08151870463428253
22434,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,0141011114,9780141011110,eng,592.0,340,22.0,2005-02-24,Penguin,True,Brian Greene,2005.0,2.0,4-4.5,0.06470588235294118
22436,The Meaning of Relativity (Science Library),Albert Einstein/Brian Greene,4.32,0691120277,9780691120270,eng,200.0,26,2.0,2004-11-21,Princeton University Press,True,Albert Einstein,2004.0,11.0,4-4.5,0.07692307692307693
22438,The Fabric of the Cosmos: Space  Time and the Texture of Reality,Brian Greene,4.11,0736697500,9780736697507,eng,16.0,19,5.0,2004-02-24,Books on Tape,True,Brian Greene,2004.0,2.0,4-4.5,0.2631578947368421
22443,Underground! The Disinformation Guide to Ancient Civilizations  Astonishing Archaeology and Hidden History,Preston Peet,3.84,1932857192,9781932857191,eng,343.0,157,5.0,2005-10-01,Disinformation Company,True,Preston Peet,2005.0,10.0,3-4,0.03184713375796178
22445,Under the Influence: The Disinformation Guide to Drugs,Preston Peet,3.64,1932857001,9781932857009,eng,312.0,58,3.0,2004-01-01,The Disinformation Company (NYC),True,Preston Peet,2004.0,1.0,3-4,0.05172413793103448
22448,You are Being Lied To: The Disinformation Guide to Media Distortion  Historical Whitewashes  and Cultural Myths,Russ Kick,3.87,0966410076,9780966410075,eng,399.0,1010,34.0,2001-04-01,Disinformation Company,True,Russ Kick,2001.0,4.0,3-4,0.033663366336633666
22459,The Origin of Species,Charles Darwin/Philip Appleman,3.98,0393978672,9780393978674,eng,134.0,33,3.0,2002-03-15,W.W. Norton & Company,True,Charles Darwin,2002.0,3.0,3-4,0.09090909090909091
22460,Red Herrings and White Elephants: The Origins of the Phrases We Use Every Day,Albert Jack/Ann Page,3.73,0060843373,9780060843373,eng,272.0,71,5.0,2005-11-01,Harper,True,Albert Jack,2005.0,11.0,3-4,0.07042253521126761
22461,The Origin of Species,Charles Darwin/Julian Huxley,3.98,0451529065,9780451529060,eng,576.0,805,75.0,2003-09-02,Signet Classics,True,Charles Darwin,2003.0,9.0,3-4,0.09316770186335403
22463,The Origin of Species,Charles Darwin,3.98,0785819118,9780785819110,eng,703.0,78431,1355.0,2004-05-01,Castle Books,True,Charles Darwin,2004.0,5.0,3-4,0.017276332062577296
22470,The Origin of Satan: How Christians Demonized Jews  Pagans and Heretics,Elaine Pagels,3.9,0679731180,9780679731184,eng,240.0,5729,209.0,1996-04-30,Vintage,True,Elaine Pagels,1996.0,4.0,3-4,0.03648106126723687
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,3.82,0486434141,9780486434148,eng,73.0,9975,210.0,2004-06-04,Dover Publications,True,Jean-Jacques Rousseau,2004.0,6.0,3-4,0.021052631578947368
22473,On the Origins of War and the Preservation of Peace,Donald Kagan,4.01,0385423756,9780385423755,eng,573.0,520,30.0,1996-01-01,Anchor,True,Donald Kagan,1996.0,1.0,4-4.5,0.057692307692307696
22474,The Origins of Totalitarianism,Hannah Arendt,4.28,0805242252,9780805242256,eng,674.0,77,11.0,2004-03-01,Schocken Books,True,Hannah Arendt,2004.0,3.0,4-4.5,0.14285714285714285
22478,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,4.25,0618057072,9780618057078,eng,491.0,3473,426.0,2000-08-15,Mariner Books,True,Julian Jaynes,2000.0,8.0,4-4.5,0.12266052404261446
22482,Final Fantasy Origins - Official Strategy Guide,Casey Loe/Laura Parkinson,3.96,0744002532,9780744002539,eng,256.0,25,1.0,2003-04-09,Bradygames,True,Casey Loe,2003.0,4.0,3-4,0.04
